id_pedido;id_cliente;id_vendedor;data_pedido;valor_total
407;50;3;13/07/2024;1156.03
408;25;9;02/03/2024;3041.65
409;24;7;16/04/2024;4525.84
410;13;10;04/05/2024;710.43
411;7;1;27/10/2024;4594.16
412;36;10;23/09/2024;1759.66
413;45;5;20/07/2024;2162.8
414;20;9;10/06/2024;1856.64
415;1;3;09/12/2024;2072.61
416;8;9;28/10/2024;1333.01
417;46;5;21/04/2024;3508.09
418;16;9;02/12/2024;3803.01
419;14;10;01/02/2024;4124.41
420;12;6;07/04/2024;1739.38
421;23;9;03/09/2024;3834.9
422;15;7;17/09/2024;3206.49
423;28;7;09/07/2024;4791.68
424;34;8;29/01/2024;2152.69
425;2;7;17/02/2024;4961.93
426;32;9;06/09/2024;3714.95
427;23;9;13/08/2024;3892.57
428;22;6;28/09/2024;177.24
429;25;7;01/06/2024;2512.12
430;22;2;23/11/2024;2665.27
431;22;9;11/10/2024;250.97
432;49;1;28/06/2024;1595.05
433;42;1;28/10/2024;4780.44
434;6;3;01/06/2024;2159.25
435;15;6;21/08/2024;974.17
436;43;5;23/01/2024;2591.03
437;37;2;03/04/2024;217.14
438;33;9;01/09/2024;2604.14
439;8;10;16/10/2024;2991.63
440;44;4;08/06/2024;1820.59
441;44;4;11/10/2024;3824.75
442;5;5;09/01/2024;721.78
443;39;8;03/07/2024;4397.01
444;4;10;21/10/2024;4779.45
445;6;4;14/05/2024;56.11
446;45;5;19/04/2024;4221.47
447;32;4;09/03/2024;2555.22
448;30;6;15/05/2024;2333.96
449;47;3;05/04/2024;1231.46
450;35;8;28/04/2024;2264.26
451;40;6;30/09/2024;4754.61
452;16;10;23/12/2024;1093.4
453;13;5;31/12/2024;936.25
454;50;2;03/12/2024;1247.39
455;42;10;25/06/2024;2781.58
456;30;10;26/12/2024;4654.98
457;19;7;24/08/2024;2890.71
458;17;2;28/09/2024;1255.24
459;19;1;03/10/2024;2230.24
460;28;7;17/05/2024;1982.48
461;26;5;27/12/2024;280.52
462;37;1;11/05/2024;2577.68
463;26;4;13/02/2024;673.73
464;23;4;02/05/2024;4219.11
465;9;10;15/05/2024;2767.37
466;12;7;05/05/2024;4230.8
467;1;9;01/10/2024;4782.42
468;1;2;04/03/2024;4718.78
469;47;1;22/10/2024;547.13
470;34;2;19/08/2024;4726.84
471;32;7;20/02/2024;3988.95
472;48;10;16/05/2024;3899.41
473;25;6;06/06/2024;496.14
474;40;4;25/02/2024;938.6
475;45;1;21/03/2024;4877.06
476;1;1;19/08/2024;1106.18
477;16;5;21/11/2024;886.81
478;39;1;07/05/2024;1843.64
479;5;7;05/05/2024;4571.11
480;22;1;12/11/2024;2407.16
481;29;1;20/03/2024;4606.89
482;3;2;22/12/2024;1704.98
483;12;10;28/11/2024;1171.32
484;26;3;23/06/2024;2501.25
485;16;1;24/05/2024;3096.61
486;37;9;05/05/2024;1987.92
487;22;10;30/06/2024;1762.85
488;29;8;06/08/2024;1129.39
489;14;5;04/10/2024;1411.28
490;28;2;23/03/2024;3381.93
491;5;5;20/05/2024;1880.87
492;47;6;29/11/2024;444.8
493;49;1;04/04/2024;733.87
494;30;4;30/12/2024;1893.28
495;46;9;12/07/2024;4626.29
496;5;2;19/04/2024;1926.2
497;12;5;21/02/2024;350.18
498;16;1;12/04/2024;2119.07
499;26;4;10/04/2024;3360.65
500;26;4;21/05/2024;2988.3
501;48;6;19/07/2024;1430.07
502;21;10;14/11/2024;3456.04
503;39;9;17/07/2024;3171.59
504;36;3;10/10/2024;902.26
505;33;9;04/08/2024;852.62
506;30;6;15/02/2024;2758.56
507;37;7;28/01/2024;3314.22
508;23;10;02/01/2024;4811.46
509;10;2;17/01/2024;2138.56
510;5;10;10/11/2024;3836.45
511;36;6;17/03/2024;626.78
512;34;6;13/06/2024;4453.56
513;31;2;06/04/2024;3183.88
514;10;2;14/04/2024;3163.7
515;19;2;24/01/2024;755.09
516;32;10;18/07/2024;245.94
517;1;1;04/02/2024;3522.17
518;5;5;02/01/2024;629.43
519;45;8;15/10/2024;678.5
520;4;2;27/11/2024;978.13
521;16;5;07/12/2024;533.85
522;24;8;17/05/2024;3145.69
523;16;10;02/12/2024;2138.92
524;2;5;02/03/2024;1367.18
525;49;2;25/10/2024;2231.71
526;28;3;15/07/2024;4228.49
527;32;6;28/02/2024;4639.04
528;27;5;21/09/2024;2463.01
529;20;4;28/11/2024;2855.43
530;24;4;06/07/2024;1323.14
531;12;5;03/03/2024;2592.32
532;50;2;03/11/2024;3753.19
533;35;9;05/10/2024;2486.08
534;33;2;30/01/2024;1545.26
535;33;10;19/06/2024;2931.07
536;43;2;21/01/2024;4735.95
537;37;10;25/10/2024;4445.52
538;12;9;19/07/2024;3857.75
539;3;3;14/05/2024;1417.24
540;1;10;28/09/2024;1245.72
541;33;7;23/01/2024;4200.76
542;40;4;27/03/2024;947.52
543;10;6;31/01/2024;3047.78
544;43;4;30/04/2024;2222.7
545;44;10;09/03/2024;2366.53
546;29;7;13/05/2024;2299.99
547;13;1;10/11/2024;4504.75
548;12;3;25/05/2024;481.12
549;31;3;28/11/2024;3925.36
550;46;1;19/09/2024;4183.31
551;2;6;19/10/2024;4717.24
552;50;9;26/03/2024;2290.37
553;35;8;16/01/2024;2525.32
554;23;7;03/08/2024;4808.41
555;17;10;25/04/2024;2319.33
556;26;8;27/04/2024;2542.56
557;8;6;26/09/2024;1694.66
558;29;9;08/12/2024;206.56
559;26;3;10/06/2024;2193.62
560;10;10;06/07/2024;3292.7
561;26;10;13/04/2024;3465.23
562;34;9;20/05/2024;82.22
563;41;4;15/06/2024;4015.21
564;7;7;26/10/2024;2487.46
565;4;9;28/01/2024;2627.69
566;50;2;28/09/2024;4810.63
567;45;2;19/02/2024;1458.08
568;11;9;04/06/2024;3820.18
569;29;3;19/11/2024;2895.14
570;36;9;13/12/2024;3518.95
571;25;5;30/04/2024;2118.2
572;21;6;19/05/2024;1432.08
573;36;2;16/01/2024;2753.32
574;10;8;04/11/2024;1905.96
575;37;9;18/02/2024;1153.41
576;9;2;12/06/2024;4204.22
577;24;6;02/03/2024;2405.37
578;35;6;05/12/2024;4244.21
579;49;8;02/06/2024;2396.46
580;35;10;07/11/2024;2806.15
581;48;5;11/12/2024;4976.64
582;36;9;29/05/2024;4759.95
583;18;1;13/03/2024;1394.86
584;49;9;09/03/2024;4349.84
585;39;10;25/06/2024;1982.5
586;32;7;19/12/2024;402.68
587;24;4;02/01/2024;2900.12
588;23;3;04/11/2024;4886.41
589;32;10;28/04/2024;4872.85
590;37;6;07/01/2024;676.0
591;12;1;11/09/2024;3867.62
592;49;3;15/03/2024;4024.02
593;13;2;16/12/2024;1875.29
594;23;9;13/07/2024;3310.05
595;25;3;05/07/2024;2466.39
596;35;2;03/01/2024;1178.07
597;41;4;02/07/2024;3818.26
598;30;2;30/11/2024;1350.63
599;17;1;29/09/2024;1735.22
600;49;6;21/02/2024;990.59
601;20;10;19/09/2024;3610.39
602;48;8;12/05/2024;2320.68
603;25;10;12/08/2024;2244.7
604;22;10;05/11/2024;3042.59
605;13;2;01/03/2024;828.45
606;19;9;30/12/2024;4495.86
607;49;3;16/01/2024;2352.29
608;36;8;16/08/2024;1864.31
609;12;8;13/07/2024;677.12
610;41;3;07/09/2024;881.37
611;19;3;29/10/2024;4605.78
612;12;6;17/02/2024;2310.25
613;9;1;22/08/2024;3624.81
614;7;4;30/04/2024;448.56
615;28;1;15/11/2024;3235.15
616;14;3;19/02/2024;4611.52
617;31;9;10/02/2024;1534.82
618;19;5;22/01/2024;2916.75
619;47;5;30/06/2024;4704.08
620;16;4;05/01/2024;3610.65
621;5;3;24/05/2024;358.51
622;35;5;22/12/2024;1924.75
623;12;4;18/03/2024;474.58
624;25;8;18/08/2024;4313.52
625;21;4;23/10/2024;3127.23
626;36;8;13/12/2024;4784.09
627;23;6;27/07/2024;147.79
628;16;5;11/06/2024;2144.28
629;39;4;16/06/2024;566.6
630;45;4;04/10/2024;1784.91
631;42;4;24/08/2024;851.34
632;39;9;24/06/2024;1677.53
633;14;4;22/02/2024;4105.35
634;31;9;14/12/2024;845.46
635;5;10;10/01/2024;2394.64
636;35;6;25/05/2024;4611.84
637;23;10;14/08/2024;4993.96
638;29;7;23/08/2024;1290.67
639;43;10;29/08/2024;4681.06
640;11;3;31/10/2024;1343.87
641;18;8;11/03/2024;2096.97
642;47;3;06/06/2024;4395.72
643;12;1;19/01/2024;3941.57
644;9;10;24/02/2024;4294.56
645;10;5;02/08/2024;4011.27
646;44;2;27/07/2024;1213.55
647;17;10;21/01/2024;2816.04
648;38;6;08/10/2024;1956.99
649;7;10;05/09/2024;2325.57
650;46;9;28/01/2024;812.08
651;13;1;22/10/2024;1613.05
652;40;4;29/07/2024;4295.35
653;42;1;11/10/2024;4492.91
654;9;1;20/01/2024;3070.26
655;50;8;20/01/2024;2516.42
656;27;2;25/11/2024;3578.56
657;2;1;29/04/2024;3063.82
658;5;8;06/04/2024;4919.19
659;29;4;29/04/2024;990.94
660;37;3;25/01/2024;2272.77
661;38;4;01/06/2024;4595.29
662;19;5;01/09/2024;4577.95
663;8;1;16/09/2024;2501.97
664;48;1;04/01/2024;717.3
665;45;3;22/05/2024;4084.04
666;1;6;08/10/2024;2946.57
667;22;1;30/11/2024;3877.17
668;17;2;11/12/2024;2339.49
669;7;7;07/08/2024;1059.23
670;25;1;22/11/2024;168.75
671;45;7;08/06/2024;2817.73
672;4;4;16/03/2024;847.18
673;36;10;08/04/2024;976.33
674;6;6;28/06/2024;2209.71
675;31;8;06/05/2024;2238.28
676;19;9;01/02/2024;1408.22
677;44;6;21/09/2024;703.01
678;39;9;29/11/2024;4727.52
679;27;4;13/01/2024;701.62
680;10;6;17/12/2024;1786.32
681;26;8;04/12/2024;1559.1
682;19;9;20/07/2024;4338.37
683;39;3;18/01/2024;2079.81
684;3;2;02/04/2024;664.02
685;45;6;06/10/2024;100.79
686;13;4;23/12/2024;3623.65
687;50;1;11/11/2024;3586.78
688;28;8;29/02/2024;2118.03
689;20;9;01/08/2024;675.22
690;28;9;09/04/2024;1889.59
691;8;2;01/01/2024;2969.92
692;41;9;12/02/2024;3534.52
693;39;7;06/11/2024;437.29
694;1;5;16/06/2024;2803.72
695;3;7;10/07/2024;1416.81
696;13;9;03/02/2024;3105.47
697;28;8;03/02/2024;3258.29
698;49;6;24/06/2024;4557.49
699;25;4;14/07/2024;2081.37
700;33;1;06/06/2024;2711.07
701;38;6;01/09/2024;1377.66
702;6;3;31/12/2024;1468.46
703;44;6;05/12/2024;277.87
704;45;6;11/12/2024;1466.04
705;32;4;30/11/2024;365.95
706;45;2;11/03/2024;4821.38
707;47;9;22/11/2024;3140.1
708;21;2;23/04/2024;907.09
709;16;3;11/10/2024;627.99
710;21;10;22/05/2024;1882.11
711;11;1;06/04/2024;1572.85
712;37;7;04/11/2024;1432.31
713;36;1;15/11/2024;2367.57
714;35;9;30/07/2024;4568.73
715;19;1;12/11/2024;2861.85
716;20;5;03/07/2024;2630.1
717;18;7;23/07/2024;4042.41
718;47;3;29/12/2024;69.92
719;41;9;03/08/2024;1027.06
720;49;8;02/09/2024;2506.12
721;14;3;26/08/2024;3541.28
722;15;5;19/10/2024;2450.89
723;31;7;08/01/2024;860.39
724;1;4;18/03/2024;4653.41
725;3;5;19/11/2024;1676.89
726;16;3;03/10/2024;3951.67
727;23;9;20/07/2024;4462.5
728;11;10;01/08/2024;1764.92
729;12;9;03/04/2024;4234.29
730;10;7;15/03/2024;3568.33
731;32;10;05/06/2024;4526.19
732;16;2;01/06/2024;1293.99
733;8;7;21/05/2024;4659.82
734;38;7;18/03/2024;373.27
735;12;5;17/11/2024;3978.67
736;24;9;30/06/2024;2206.54
737;28;3;13/07/2024;930.56
738;8;4;06/06/2024;443.04
739;28;1;25/05/2024;1978.26
740;36;6;23/02/2024;1977.15
741;26;4;21/12/2024;1188.29
742;8;1;03/10/2024;1116.8
743;50;2;04/11/2024;2027.6
744;28;3;23/03/2024;2080.06
745;28;9;04/06/2024;2239.71
746;37;8;04/01/2024;4350.36
747;41;7;06/11/2024;3075.71
748;36;4;27/09/2024;151.14
749;27;1;04/03/2024;2619.54
750;17;8;21/04/2024;3824.13
751;9;4;26/08/2024;329.25
752;33;3;23/05/2024;2141.91
753;20;9;20/01/2024;2283.49
754;13;10;04/03/2024;4772.4
755;28;4;15/10/2024;2404.64
756;48;4;21/03/2024;3762.01
757;29;9;15/07/2024;1549.37
758;13;2;09/03/2024;3907.57
759;46;5;04/07/2024;1647.18
760;35;4;15/06/2024;2178.62
761;6;9;23/07/2024;2423.44
762;18;5;12/06/2024;4635.5
763;5;9;03/04/2024;314.6
764;47;9;05/09/2024;1024.49
765;25;2;08/03/2024;3543.43
766;2;9;08/12/2024;2909.01
767;10;3;21/01/2024;1295.08
768;30;4;14/11/2024;1481.54
769;50;1;25/03/2024;1868.18
770;45;1;24/01/2024;2279.22
771;5;1;20/04/2024;4099.24
772;33;9;16/12/2024;118.39
773;1;8;23/03/2024;4495.2
774;18;5;23/12/2024;2094.48
775;32;5;18/03/2024;1190.96
776;47;9;19/05/2024;2566.64
777;49;3;27/09/2024;3315.37
778;11;3;04/12/2024;271.52
779;21;7;17/06/2024;3593.1
780;26;9;15/07/2024;3815.77
781;25;6;18/09/2024;872.6
